company_name,company_age,diversity_score,glassdoor_rating,hq_region
Larson and Sons,92,5.05,3.2,South America
"Serrano, Turner and Barnes",66,5.77,3.7,Africa
"Burns, Nguyen and Ellis",12,6.9,3.4,Oceania
Gibson Ltd,57,8.48,3.6,Africa
Thompson-Harrell,94,9.55,4.3,Europe
"Garcia, Stewart and Delacruz",11,9.6,4.5,Oceania
"Jones, Mcmahon and Spence",99,9.72,2.6,North America
Sanchez LLC,6,6.91,3.3,Oceania
Washington-Martinez,70,6.16,4.1,Oceania
"Rowe, Lucas and Case",36,8.18,3.9,Oceania
Hahn-Ramsey,23,9.83,3.8,Africa
Friedman-Olson,29,7.4,2.6,Asia
May Inc,24,9.9,2.6,Oceania
Mora-White,26,6.01,4.4,North America
Powell-Sanford,2,6.23,2.5,South America
"Simon, Terrell and Terrell",64,5.43,4.5,Asia
Smith-Rodriguez,93,8.12,3.0,Oceania
"Garrison, Rogers and Adams",45,5.73,3.6,Europe
"Gutierrez, Avila and Perez",48,9.47,4.1,North America
Hernandez-Dawson,52,5.57,4.9,South America
"Salazar, Garrett and Perez",49,9.38,4.4,North America
Warren and Sons,33,7.85,3.6,Asia
Nelson PLC,48,6.11,2.9,North America
Hill Ltd,21,7.34,4.5,Asia
"Wright, Mcknight and Stephens",13,6.18,2.9,Oceania
Brown Group,47,9.68,4.8,Oceania
"Anderson, Jones and Reyes",2,7.3,4.7,Oceania
Lee-Gregory,94,6.03,4.6,Africa
"Henderson, Cox and Cox",78,7.81,4.5,Africa
Carter LLC,74,7.13,2.7,Oceania
"Gray, Montoya and Miller",19,5.84,2.7,Oceania
Haynes and Sons,21,8.47,4.9,Europe
Thomas-Berg,67,9.83,3.9,South America
Gordon LLC,90,9.23,4.7,Oceania
Ramirez Inc,7,8.5,3.1,Asia
Wheeler Group,97,6.79,4.1,North America
"Sanchez, Wilson and Ramirez",86,7.08,3.3,North America
Mccall PLC,21,6.67,4.7,Africa
"Flores, Shaw and Barker",11,8.55,4.6,North America
"James, Bell and Chen",67,5.44,4.9,Africa
"Thomas, White and Jensen",40,6.99,3.9,Oceania
"Arnold, Avila and Wilson",12,7.06,4.9,North America
Higgins Inc,62,7.69,4.1,Asia
"Garcia, Stewart and Delacruz",82,9.7,4.1,Oceania
"Hale, Myers and Larson",86,6.12,3.2,Asia
Mcdaniel-Young,71,7.2,3.0,North America
"Ramsey, Whitney and Coffey",97,5.9,4.7,South America
"Gallegos, Myers and Cook",20,5.54,4.5,Oceania
"Hall, Baker and Moody",28,9.6,2.8,South America
Foster-Williams,16,9.76,4.1,Europe
Singh and Sons,16,9.92,4.0,Oceania
"Campbell, Pruitt and Short",83,8.94,4.0,Africa
Durham-Shaw,29,6.88,2.8,Oceania
Rodriguez LLC,64,6.15,2.7,Asia
Ferguson-Smith,89,6.05,3.9,Asia
"Barnes, Jackson and Gutierrez",10,8.66,2.6,Europe
Abbott Ltd,98,7.53,4.6,Africa
Evans and Sons,20,8.22,3.9,Asia
"Howard, Green and Hunt",19,6.7,4.1,Europe
"Holland, Sims and Meadows",6,8.72,4.0,Oceania
Robertson-Ramirez,53,8.82,5.0,Africa
"Carlson, Hooper and Wall",15,7.78,3.7,Asia
Todd-Pham,10,9.64,2.5,Oceania
Good-Hodges,82,7.55,3.1,Asia
Riley-Snow,62,8.14,2.9,North America
"Gutierrez, Avila and Perez",37,5.4,4.1,Oceania
Lopez-Fletcher,93,7.98,4.3,Europe
"Marsh, Spears and Yang",12,9.68,2.7,Africa
Hart-Castillo,8,9.7,2.6,Africa
Chavez-Johnson,68,9.18,4.2,Africa
"Lloyd, Mckinney and Collins",46,7.97,4.6,Asia
Morgan LLC,42,9.44,3.2,Africa
Phillips LLC,85,9.61,3.4,North America
"Johnston, Sanchez and Kennedy",29,7.65,3.4,Asia
"Conner, Li and Santiago",63,8.53,3.3,Europe
"Garrison, Ryan and Miller",91,8.88,3.5,North America
Brooks Inc,67,5.68,2.7,Africa
"Cain, Rodriguez and Gonzales",88,7.97,3.8,Europe
"Thompson, Phelps and Stuart",62,9.4,2.9,Asia
"Parker, Benitez and Velasquez",96,5.7,4.2,Africa
"Carpenter, Lynn and Howard",86,7.84,3.3,Asia
Humphrey-Baker,43,9.56,3.8,Europe
"Munoz, Howard and Davis",8,9.97,4.0,Asia
Solis-West,76,5.96,4.5,Oceania
"Glenn, Brown and Michael",22,7.56,3.8,Europe
"Hall, Baker and Moody",68,7.54,4.5,Africa
Gibson-Thomas,62,7.23,3.3,Africa
Stephens LLC,23,7.85,5.0,Africa
"Cox, Mills and Cruz",28,8.17,4.3,Asia
Foley Inc,14,5.61,2.7,Asia
"Norton, Cox and Johnson",96,9.92,2.6,Oceania
"Byrd, Oliver and Martinez",68,8.41,3.4,Asia
"Turner, Tyler and Pierce",44,7.24,3.1,Europe
Valentine-Holland,46,7.37,4.3,South America
Stevens-Johnston,97,9.95,3.9,South America
Russell-Daniels,42,6.68,2.9,Asia
"Terrell, Byrd and Ross",11,7.64,3.5,Oceania
Hayes Ltd,33,9.78,2.8,Asia
Rivera LLC,96,5.42,4.3,North America
Luna-Gallagher,26,8.88,4.4,Europe
Hall-Williams,87,5.62,3.5,North America
"Johnson, Haynes and Meza",18,5.55,4.7,South America
"Brown, Baker and Garza",96,8.59,4.0,Oceania
White Ltd,57,9.75,4.6,Oceania
Love-Garcia,3,7.96,4.1,Asia
Gray Ltd,97,9.0,4.2,South America
Boone LLC,59,7.93,2.8,Oceania
"Garrison, Ryan and Miller",55,6.39,4.4,South America
"Casey, Meza and Colon",13,9.73,3.8,North America
Abbott Ltd,46,7.64,3.3,North America
Mclean Group,49,8.03,4.6,Oceania
Montgomery PLC,79,6.07,4.0,South America
Michael-Barber,6,6.92,3.4,Europe
Suarez LLC,50,5.65,4.3,Europe
Warner PLC,99,6.87,4.9,North America
Washington Group,22,8.17,3.3,South America
Lucas-Johnson,55,6.38,3.1,South America
"Allen, Lewis and Mullins",60,8.27,4.2,Europe
Anderson-Bailey,18,9.34,4.8,Europe
"Ferrell, Jones and Lewis",68,8.71,3.2,North America
"Richard, Davis and Rogers",53,9.09,4.3,North America
Wilson and Sons,38,7.3,3.9,North America
Williams-Berg,77,8.48,2.8,Africa
"Peck, Andersen and Mitchell",94,7.97,4.6,North America
Lee-Gregory,22,6.92,3.3,Oceania
Hall-Brown,20,8.54,4.5,Oceania
Ortiz-Rodriguez,46,5.77,3.3,Asia
"Burns, Hanson and Garza",47,9.67,2.6,South America
Larson LLC,51,8.33,3.9,North America
"Hamilton, Green and Edwards",11,7.62,3.2,Africa
Lowe Ltd,25,9.39,3.8,Africa
Gordon LLC,13,7.6,3.8,Africa
Perry-Davis,87,8.47,3.7,Oceania
"Hamilton, Green and Edwards",67,7.86,4.9,North America
Rivera LLC,26,9.49,4.4,Oceania
Tate LLC,85,5.11,4.9,South America
"Howard, Townsend and Hayes",6,8.25,3.6,Asia
Ramirez-Bell,54,8.28,4.4,South America
Ford-Chavez,48,8.26,2.9,Oceania
Phillips PLC,63,6.0,3.3,South America
Hall-Williams,8,9.04,4.1,Oceania
Smith-Frost,32,5.12,4.2,South America
"Moore, Price and Ward",39,7.9,3.5,South America
"Ramsey, Whitney and Coffey",64,7.65,2.7,Europe
Andersen LLC,51,7.39,3.5,Asia
"Perez, Rodriguez and Rollins",88,9.21,3.3,Asia
"Smith, Crawford and Reed",49,7.52,3.1,Oceania
"Powell, Johnson and Allen",29,6.86,3.2,North America
"Hughes, Whitney and Romero",35,7.05,3.6,Europe
Johnston-Hines,21,9.25,3.0,Oceania
Bryant Inc,80,6.51,4.5,Asia
Giles Ltd,98,9.52,3.1,North America
"Austin, Day and Johnson",61,5.97,3.6,Africa
Rogers LLC,54,6.73,3.7,South America
Gamble-Wright,17,8.51,3.8,Oceania
"Shaffer, Garcia and Richardson",36,6.44,4.2,South America
"Murray, Cole and Cole",69,8.83,4.5,South America
"Garcia, Stewart and Delacruz",86,5.06,3.5,Oceania
Decker Inc,89,5.16,4.5,Europe
Keller Ltd,65,8.58,2.5,North America
Baker Ltd,67,9.82,3.8,North America
Bishop-Goodwin,57,7.54,4.6,Africa
Dominguez Ltd,30,7.24,4.9,North America
"Fitzpatrick, Rivera and Smith",84,5.43,4.6,Africa
Dudley Group,25,6.19,3.1,South America
Mccall PLC,76,9.15,3.4,Europe
Oneill and Sons,41,5.13,3.8,Oceania
"Brown, Flores and Johns",65,6.12,2.7,Europe
"Martinez, Camacho and Mathews",27,9.79,4.7,South America
"Avery, Horton and Fernandez",71,5.16,4.4,Europe
Williams-Johnson,4,8.04,4.3,North America
Holland Inc,43,7.28,3.2,North America
Brown-Rodriguez,21,7.56,4.8,South America
Flores LLC,16,6.46,3.8,South America
Taylor Inc,90,7.64,2.7,Africa
"Martinez, Camacho and Mathews",7,7.01,4.3,Africa
Chavez-Johnson,88,9.96,3.5,Oceania
Wilson-Jimenez,52,6.16,3.4,South America
Washington-Martinez,83,9.99,2.9,Asia
"Trujillo, Chang and Williams",18,7.03,2.9,Europe
Kane-Knox,60,6.03,3.3,North America
Watson PLC,59,9.51,4.4,Africa
Chandler-Edwards,11,5.46,3.8,Africa
George-Stephens,29,7.07,4.7,Europe
"Robertson, Fisher and Smith",80,5.25,3.8,Europe
"Curry, Estrada and Anderson",79,9.43,4.8,Europe
Avila PLC,88,5.01,2.5,Europe
"Bishop, Thomas and Powell",55,5.87,4.7,Asia
"Powell, Deleon and Warren",18,9.69,4.1,Oceania
Alvarez-Hart,59,7.87,4.3,Oceania
"Shields, Cochran and Adams",73,7.35,3.5,Oceania
Gomez-Foster,30,6.07,2.9,Oceania
Li Inc,73,5.63,4.7,Europe
Giles Ltd,6,7.28,4.7,Europe
Ochoa LLC,27,9.73,4.9,North America
Davis-Garcia,16,5.76,2.6,Africa
Stewart-Cabrera,41,5.82,4.0,Oceania
"Brown, Kelly and Moore",56,5.44,3.0,Africa
Warren-Pena,40,5.25,3.7,Africa
Moore-Collins,85,8.35,4.7,Europe
"Fitzpatrick, Rivera and Smith",52,6.84,3.2,Asia
Anderson-Rosario,4,5.21,4.6,South America
"Reyes, Chase and Jenkins",34,8.33,4.9,North America
"Parker, Benitez and Velasquez",92,5.83,3.0,Oceania
Foster-Williams,18,5.32,2.9,Africa
"Hoffman, Baker and Richards",89,8.85,2.7,Oceania
Nunez-Freeman,73,6.4,3.4,North America
"Robertson, Fisher and Smith",25,9.9,3.2,Asia
"Rodriguez, Figueroa and Sanchez",32,7.51,4.9,Asia
Dickson Group,28,7.36,3.1,Africa
Spencer LLC,22,9.03,2.5,Africa
Gonzalez LLC,96,5.02,3.6,South America
Lee-Velasquez,29,9.94,3.2,Oceania
Williamson and Sons,26,8.35,4.4,South America
"Turner, Tyler and Pierce",4,9.69,3.9,Africa
Gomez-Foster,42,8.99,4.4,Europe
Hunt-Burns,86,7.99,3.3,North America
Brooks Inc,69,9.92,4.3,Asia
Robertson-Keller,72,5.56,3.8,Africa
"Stuart, Brooks and Vance",97,5.53,3.6,Africa
Carter-Neal,24,7.05,2.9,Asia
Anderson and Sons,92,7.07,3.7,Africa
Moore-Collins,38,5.41,4.3,Europe
Peterson-Beard,81,7.07,2.9,Africa
"Brown, Flores and Johns",35,9.39,3.4,Asia
Rodriguez-Johnson,95,9.76,3.0,Asia
"Mullins, Steele and Russell",14,6.61,3.6,Europe
"Moody, Martinez and Hall",27,8.72,2.7,Asia
Coffey-Phillips,58,7.62,3.3,Oceania
"Schwartz, Christian and Knight",17,5.41,3.5,North America
Clark-King,41,6.99,3.0,Europe
"Hall, Vega and Price",43,9.38,3.1,Africa
"Mcdaniel, Bentley and Mclaughlin",28,5.41,2.6,Africa
Reid-Poole,85,8.3,2.8,Europe
Cruz Ltd,74,7.15,4.4,North America
Love-Mcdowell,5,7.66,3.5,Europe
Glover-Hammond,81,5.68,2.5,Africa
Duran LLC,8,7.73,3.5,South America
Craig PLC,11,9.07,5.0,Europe
Rhodes-Thompson,35,5.1,3.8,North America
Adkins LLC,55,5.62,4.3,Europe
Stevens-Sullivan,71,6.0,2.7,Asia
Hopkins-Wallace,39,8.95,3.2,South America
Hopkins LLC,6,5.5,3.4,Oceania
Rogers Inc,1,8.11,3.6,Europe
"Smith, Gilmore and Johnston",30,5.83,3.7,Africa
"Miller, Mcdonald and Miller",99,7.49,4.7,Asia
Gordon LLC,19,5.21,2.6,Oceania
Palmer PLC,84,5.24,3.0,Africa
Friedman-Olson,14,5.87,4.3,North America
Holt and Sons,77,9.56,3.6,South America
Edwards Group,31,7.89,3.7,Oceania
"Moreno, Barajas and Colon",63,6.57,2.5,Africa
Blevins-Ballard,96,6.32,3.0,Africa
"Curry, Perry and Garcia",63,8.05,3.3,Asia
"Conner, Li and Santiago",78,9.05,4.7,Africa
"Herring, Huynh and King",15,9.54,4.5,Oceania
Melton and Sons,38,6.73,4.2,Oceania
Kelly-Estrada,12,8.16,4.9,Oceania
White-Morales,54,7.53,4.7,Africa
"Whitney, Gould and Jones",89,8.12,3.4,Europe
"Downs, Morris and Maddox",52,8.67,3.3,Africa
Arnold-Gates,23,9.54,3.2,Africa
Gray Ltd,6,7.28,4.0,Europe
"Dyer, Potter and Mack",55,9.66,2.7,South America
"Valentine, Joyce and Murray",45,7.67,3.7,Oceania
"Williams, Horn and Morales",49,6.72,4.8,Africa
Walton LLC,43,5.34,4.8,Asia
Suarez LLC,6,8.67,3.5,North America
"Fowler, Wood and Waters",81,7.7,3.3,Africa
Kramer-Shannon,23,7.29,2.8,North America
Brown Group,56,6.28,4.6,Africa
Lane Inc,63,8.45,4.8,South America
Fowler-Haynes,70,9.25,3.6,Africa
Combs Ltd,37,5.89,2.6,Asia
"Burns, Lopez and Jones",90,7.93,4.8,Oceania
Sanchez LLC,55,5.05,2.7,Oceania
"Charles, Wiggins and Cook",51,7.0,3.4,Asia
"Franco, Wiley and Tapia",91,7.52,4.6,Asia
Holt and Sons,39,6.53,2.8,North America
Wilson Ltd,6,9.03,3.3,North America
Harris-Melton,18,7.74,3.6,Oceania
Miller-Brandt,17,8.13,3.9,Africa
Hicks Ltd,88,5.71,4.7,Oceania
Williams-Villanueva,31,8.53,4.4,Europe
"Mitchell, Noble and Stokes",62,6.05,3.5,Oceania
Berry-Rivera,49,5.07,4.9,Africa
Johnson-Schultz,59,9.26,2.6,Asia
"Cox, Stark and Rodriguez",6,7.47,3.1,Africa
Webster Inc,46,6.48,5.0,Oceania
"Smith, Jones and Santiago",45,7.38,4.4,Asia
Mack Inc,76,6.28,3.5,Africa
Lopez-Willis,62,7.36,3.1,Asia
"Alexander, Robinson and Coleman",10,5.66,4.2,North America
Hall-Robinson,8,9.61,2.8,North America
"Bryan, Lam and Hayes",1,8.69,4.1,Europe
Novak and Sons,89,8.8,4.4,North America
Rhodes-Rosario,51,9.23,4.9,Oceania
Bruce-Gonzalez,64,8.13,4.0,Asia
"Gallegos, Myers and Cook",49,8.34,4.4,Oceania
"Willis, Vasquez and Goodwin",57,8.08,3.3,Africa
Allen-Peterson,44,8.46,3.4,Oceania
Bell-Hardy,4,8.01,3.0,Europe
"Lee, Horton and Snyder",90,5.01,3.8,Africa
White-Coleman,14,7.49,2.8,South America
"Newton, Ortiz and King",7,8.93,3.7,North America
Wagner LLC,27,8.3,4.6,Europe
Ramirez-Bell,49,9.34,3.3,Oceania
Ritter PLC,10,5.61,4.2,Europe
Andersen LLC,15,5.79,3.6,South America
Hoover-Davis,55,7.75,4.1,North America
"Hernandez, Jenkins and Parks",52,8.47,2.5,Africa
Reynolds and Sons,52,9.37,3.8,Europe
Fisher-Eaton,63,8.63,3.6,Oceania
Moreno-Gutierrez,55,8.27,4.6,Europe
Waters-Smith,50,7.64,4.5,Europe
Howard-Taylor,1,9.93,4.9,Africa
Santos Group,91,8.66,4.2,Oceania
"Jones, Cummings and Conway",49,8.45,2.6,South America
"Church, Guzman and Tucker",43,7.73,4.2,Africa
"Roth, Lee and Griffin",92,9.33,4.7,Asia
Powell-Sanford,25,7.92,2.7,Asia
Smith LLC,59,6.28,3.9,Europe
"Barnett, Bennett and Escobar",73,9.09,4.3,Europe
Robertson-Keller,25,5.05,4.4,South America
Zavala and Sons,82,8.88,4.1,Africa
Wise-Walton,3,7.84,3.5,Africa
"Evans, Jackson and Sandoval",42,7.58,4.9,Asia
Howell and Sons,27,9.21,3.6,Africa
"Williams, Hughes and Hubbard",56,5.65,2.8,Africa
Kent Inc,37,9.23,2.9,North America
Cook-Oliver,45,9.93,4.5,Asia
Perez-White,98,6.92,4.5,North America
"Lee, Horton and Snyder",48,7.39,4.5,Europe
Blankenship-Strickland,25,6.81,2.9,Asia
"Butler, Hernandez and Rivera",74,5.63,3.5,North America
Lopez PLC,27,8.41,4.9,Africa
Myers-Colon,23,6.04,3.1,Europe
Warren-Pena,85,5.62,3.2,Oceania
"Wood, Martin and Sanchez",64,6.33,3.9,Asia
Huang-Foster,79,7.54,3.2,Africa
Nelson-Dean,72,5.97,4.1,Asia
Gamble-Wright,73,8.76,3.6,South America
Mendez Inc,15,5.97,4.9,Europe
Morales and Sons,50,8.39,2.7,Africa
Howard Inc,72,6.3,2.9,Europe
Martin-Simmons,80,5.2,3.1,Oceania
"Cole, Morton and Peterson",57,7.64,3.9,Oceania
Dickson Group,48,7.6,3.4,Europe
Garcia Inc,32,5.78,5.0,Europe
Wilcox-Robertson,26,8.62,4.1,Asia
Chavez PLC,62,9.95,4.9,South America
Drake-Wolfe,97,7.65,3.9,Oceania
Gross-Valencia,59,7.06,4.2,Oceania
Martinez-Freeman,47,5.66,3.9,Africa
Miller-Fields,73,7.25,4.4,North America
Austin-Morgan,86,9.33,4.0,North America
"Jones, Scott and Rodriguez",60,9.64,4.1,Africa
Novak and Sons,17,6.74,3.5,Asia
Mckinney-Wallace,1,8.46,4.1,Asia
Taylor-Harrison,70,8.35,2.7,South America
Patterson Inc,84,6.78,4.1,North America
"Harris, Collins and Carney",38,8.14,4.6,Europe
Craig PLC,29,7.19,4.1,Oceania
Owens-Russell,27,8.24,3.1,Europe
"Brooks, Greene and Rowland",53,6.34,4.5,Oceania
Garrett-Black,35,10.0,4.9,Asia
Welch-Suarez,11,9.38,4.6,Asia
"Nguyen, Padilla and Boyd",84,7.38,2.8,North America
Garrett-Young,34,7.14,4.5,Africa
Ballard Group,24,6.19,3.9,Oceania
"Brooks, Greene and Rowland",4,7.26,3.5,Europe
Santos Group,25,7.45,5.0,Oceania
Smith and Sons,92,7.91,3.7,North America
"Roberts, Bowen and Miller",51,6.97,3.6,Asia
Smith-Grimes,61,7.78,3.6,Asia
"Willis, Vasquez and Goodwin",39,5.24,2.8,Africa
"Wilson, Mendoza and Crosby",99,9.49,3.8,Asia
Wagner-King,6,9.45,4.3,Oceania
"Burns, Nguyen and Ellis",73,5.69,4.8,North America
Campbell LLC,4,6.78,2.6,Oceania
Wilcox-Snyder,70,5.82,3.5,North America
Combs Ltd,68,7.5,3.4,Africa
"Haas, Cooper and Davis",88,6.14,3.5,Asia
"Phillips, Wagner and Jordan",87,8.44,4.6,Europe
Stewart-Myers,93,5.97,3.7,South America
Carlson-Cruz,36,8.13,3.0,Africa
Clay Inc,82,5.44,2.7,South America
Turner-Stout,71,9.79,4.3,Europe
Allen-Peterson,57,9.47,2.9,South America
"Brown, Robinson and Taylor",27,6.99,3.7,Europe
Roberts-Henry,51,5.17,4.3,North America
Johnston-Hines,17,8.67,5.0,North America
"Romero, Cross and Castillo",52,6.58,3.8,Asia
Jones-Choi,28,6.75,4.4,South America
"Robinson, Clark and Klein",82,7.29,4.1,Africa
Taylor-Barry,38,6.76,3.3,Asia
Prince Ltd,12,7.58,4.9,Asia
Lowe Ltd,76,6.17,4.8,South America
Gregory-Nixon,99,7.98,4.6,Oceania
Ramirez-Bell,76,7.11,3.4,Asia
Sanchez LLC,5,6.3,3.6,South America
"Griffith, Mitchell and Pugh",35,7.82,4.7,Oceania
Nielsen-Mendoza,93,9.1,3.3,Asia
"Holder, Young and Hendricks",7,7.93,4.5,South America
Perez LLC,74,5.27,4.1,South America
Vargas Ltd,74,8.48,4.8,South America
"Hahn, Williams and Mcmillan",77,9.8,2.9,Asia
White Inc,88,5.08,2.7,North America
Glover-Hammond,92,6.31,3.9,Oceania
"Wood, Martin and Sanchez",76,9.42,3.2,Asia
"Wilson, Harris and Ward",83,7.59,5.0,Asia
Wilson-Jimenez,78,7.74,2.6,Oceania
Gill Ltd,82,6.15,4.2,Asia
"Ramos, Nelson and Fischer",20,8.58,2.7,Africa
Anderson-Mcclain,93,5.09,3.7,Asia
"Morgan, Bradshaw and Williams",54,7.87,4.3,North America
"Schneider, Porter and Hanna",86,8.18,3.8,Oceania
"Ortega, Solis and Warner",94,6.34,4.4,North America
"Snyder, Campos and Callahan",74,6.54,4.2,North America
Burns-Ray,11,9.09,5.0,Oceania
Lewis-Miller,33,8.82,4.8,Oceania
Baker LLC,17,6.57,3.7,Asia
"Charles, Wiggins and Cook",23,5.21,4.4,Europe
"Moreno, Perez and Lang",4,6.84,5.0,North America
"Barnes, Hernandez and Davis",10,5.83,4.0,Europe
"Guzman, Hoffman and Baldwin",55,7.54,3.8,Africa
"Hernandez, Cole and Watson",55,8.51,3.7,Asia
Hill Group,41,5.97,2.7,Asia
"Mcbride, Huffman and Parker",92,7.71,4.8,Asia
Tate LLC,50,5.24,3.3,Asia
Reynolds and Sons,78,6.93,4.2,Oceania
"Jones, Cummings and Conway",23,5.67,2.9,South America
Ramirez-Stephenson,34,9.39,2.7,South America
"Franco, Wiley and Tapia",24,5.28,2.7,Europe
Sutton-Abbott,92,9.74,4.6,Africa
"Carter, Alexander and Hunter",68,7.82,4.2,Africa
Hernandez-Davis,26,9.9,3.1,Africa
"Holmes, Williams and Wright",16,7.05,2.8,Africa
"Maxwell, Rice and Watson",21,5.57,2.5,North America
Pena-Dyer,60,6.7,3.2,Oceania
"Carroll, Sullivan and Bass",37,8.15,4.4,Africa
Davis-Gregory,67,7.04,4.2,North America
Lee-Gregory,5,9.68,3.6,South America
Adkins LLC,49,9.96,3.8,North America
White-Medina,42,5.29,3.7,South America
Underwood PLC,91,6.99,3.9,Oceania
Good PLC,52,6.02,3.2,North America
Johnson and Sons,98,7.74,3.2,Oceania
"Reed, Terry and Smith",65,8.97,4.2,Africa
Luna-Gallagher,42,6.09,4.5,South America
Neal-Holden,99,9.84,3.1,Asia
Aguilar LLC,99,5.77,2.7,Europe
Edwards-Roth,17,6.63,2.5,Africa
Hughes-Alvarado,55,8.24,3.8,North America
"Lopez, Hess and Smith",30,8.23,3.5,Africa
Allen Inc,71,6.83,4.0,Asia
Vance PLC,23,9.94,4.4,Asia
Jackson-Jennings,48,5.91,2.9,Asia
Harris Ltd,23,8.66,2.6,South America
"Garcia, Stewart and Delacruz",6,9.42,3.4,Asia
Welch-Suarez,59,5.5,3.0,Europe
"Palmer, Rice and Benson",45,9.47,3.1,Africa
Marshall-Petersen,93,5.56,5.0,Europe
Castillo LLC,97,5.44,4.9,Europe
Chandler-Edwards,77,7.33,3.1,South America
Johnston and Sons,40,7.6,3.1,North America
Drake-Wolfe,60,6.4,4.3,Asia
"Harris, Santana and Lopez",95,6.85,4.0,Europe
"Haney, Harris and Johnson",96,6.25,4.3,North America
"Reeves, Parks and Little",25,9.43,3.2,North America
Nolan-Flynn,33,8.42,2.6,Africa
Love-Mcdowell,57,7.65,3.4,North America
Boyd LLC,73,7.91,4.5,Europe
Werner-Carter,63,5.16,3.1,Europe
Porter LLC,52,6.83,3.4,Oceania
Weaver-Thompson,18,6.27,3.5,Asia
"Walker, Cunningham and Zuniga",85,5.73,3.5,South America
"Robertson, Fisher and Smith",85,9.66,3.5,Asia
Scott Ltd,41,7.74,4.2,Africa
"Moon, Farmer and Hill",74,8.74,3.0,Africa
Donovan-Perez,58,7.0,2.5,Europe
"White, Davis and Anderson",41,7.43,3.5,South America
"Contreras, Miller and Cooper",55,6.57,4.6,Africa
"Garcia, Humphrey and Baker",46,5.34,3.2,Oceania
Adkins-Meyer,16,7.6,4.2,Africa
Stokes Inc,43,6.73,4.7,South America
Humphrey-Baker,63,6.89,4.5,Europe
Figueroa PLC,62,8.35,3.5,Asia
Brown-Rodriguez,90,9.36,3.5,Asia
Cook-Hines,24,5.56,4.1,North America
Gibson LLC,54,5.08,5.0,South America
Butler-French,68,6.09,2.8,Asia
Barnes-Blackwell,85,7.78,4.2,Africa
"Davis, Alexander and Mcintyre",97,9.52,4.6,North America
Hicks Ltd,49,6.82,3.3,Oceania
Andersen Group,75,7.92,3.1,Europe
Smith-Grimes,81,8.44,3.2,Oceania
"Estrada, Williams and Foster",61,9.61,4.1,North America
Good PLC,55,8.04,4.7,North America
"Thomas, Vaughan and Copeland",91,6.4,4.8,Asia
Klein PLC,80,5.8,4.8,Europe
"Robinson, Huang and Osborne",63,9.89,3.1,Oceania
Gonzalez-Gonzalez,67,6.46,3.0,Oceania
Henderson-Bernard,59,7.37,3.8,Asia
Stafford PLC,28,9.85,3.8,North America
Gibson-Thomas,28,5.05,2.7,Africa
"Smith, Cohen and Williams",3,7.4,4.4,Oceania
Parker Group,30,8.27,4.4,Oceania
Hayes Ltd,69,5.06,3.6,Oceania
Jackson-Jennings,64,8.98,3.4,Europe
Scott-Wilson,47,8.34,2.9,Asia
"King, Nixon and West",66,6.96,3.6,South America
Carter-Neal,62,7.18,3.4,Oceania
"Wise, Gray and Snyder",58,6.08,4.9,South America
Garcia Ltd,21,7.57,4.4,Oceania
"Lopez, Hess and Smith",37,6.11,4.4,Asia
"Flores, Butler and Hernandez",25,7.49,3.9,South America
Adkins-Meyer,43,9.39,4.7,South America
Johnson and Sons,80,6.61,2.9,North America
Gibson-Thomas,38,9.33,4.7,Asia
Ochoa LLC,2,9.43,4.4,South America
"Howard, Silva and Hall",60,6.59,4.1,Africa
Johnston and Sons,35,7.82,3.9,Africa
"Hess, Christensen and Perez",35,6.15,3.8,South America
Bailey-Flores,74,7.64,3.8,North America
"Thompson, Gibson and Riley",81,9.36,4.4,North America
Carter LLC,25,8.22,3.5,Oceania
"Guzman, Hoffman and Baldwin",25,9.06,2.9,South America
Sheppard LLC,90,5.73,3.0,Europe
Kirk-Gutierrez,45,6.46,3.9,North America
Duffy-Wilkerson,12,6.7,3.0,Africa
"Mcdonald, Dillon and George",33,9.73,4.2,Africa
Guerrero Inc,35,7.41,2.8,Asia
Hamilton-Smith,42,8.23,4.0,Oceania
Ramirez-White,90,5.85,3.1,Asia
Thomas Inc,20,6.19,3.6,Europe
Lee-Velasquez,97,8.43,2.7,Asia
"Olsen, Walker and Vincent",84,5.45,4.3,Asia
"Johnson, Lee and Whitaker",97,8.3,4.4,Africa
Knox-Powers,73,6.19,3.1,Europe
Melton and Sons,79,7.57,4.9,Europe
"Martinez, Camacho and Mathews",76,7.34,4.2,Africa
Thompson-Harrell,97,8.75,4.8,Asia
Burns Ltd,44,7.92,3.0,North America
Edwards-Scott,40,8.87,3.0,North America
"Powell, Deleon and Warren",55,9.5,3.2,South America
Conrad Group,72,6.04,3.6,South America
Novak PLC,58,9.9,4.0,Africa
Salazar Inc,55,5.88,2.8,South America
Stevens PLC,37,5.84,4.8,South America
Rodriguez and Sons,3,5.47,3.8,Europe
Smith-Bell,32,5.31,4.5,Asia
Miller-Chan,23,6.19,4.4,Oceania
Anderson-Mcclain,6,7.41,3.3,South America
Wilkerson-Arias,74,7.13,3.6,Africa
"Marshall, Schultz and Dalton",91,7.25,3.1,Oceania
Blanchard-Reynolds,98,8.55,4.1,Africa
Andersen Group,46,9.3,2.8,North America
"Garcia, Stewart and Delacruz",52,9.49,4.2,Asia
Hudson-Gentry,28,5.38,4.4,Asia
Ross Ltd,52,6.29,3.0,South America
Hall-Matthews,31,7.75,2.8,Oceania
