education_required,avg_salary_usd,avg_years_experience
Certificate,91975,9
Diploma,55387,2
Associate,79466,6
PhD,67846,1
Associate,88455,5
Certificate,104924,2
Certificate,57442,7
Associate,62940,0
PhD,143631,7
Associate,104432,0
Master,142220,9
Diploma,53950,3
PhD,142247,2
PhD,79514,4
Associate,90156,2
PhD,55314,9
Certificate,55314,2
PhD,91234,9
Master,110365,4
Associate,115624,6
Diploma,88021,0
Master,96395,9
PhD,143692,5
Bachelor,86732,0
Certificate,71584,7
Associate,146092,3
Bachelor,73127,3
Certificate,94990,9
Master,106040,0
Master,79726,9
Associate,116890,8
Certificate,76076,7
PhD,70465,5
Diploma,88221,0
PhD,86077,8
Master,99943,8
Bachelor,69125,9
Master,100400,7
Diploma,59774,7
Certificate,62549,8
Diploma,88775,7
PhD,130436,5
Associate,124629,1
Master,98500,5
Bachelor,134778,3
PhD,82125,1
Diploma,132064,7
Certificate,146881,4
PhD,115648,8
Master,74761,5
Bachelor,117502,6
Master,114076,5
Bachelor,104270,0
Bachelor,100278,2
Associate,83232,4
Diploma,62022,4
Associate,138019,9
Certificate,129782,0
Diploma,95564,8
Certificate,126814,6
PhD,138061,2
Diploma,101951,7
Master,63499,9
PhD,63960,7
Diploma,61760,0
PhD,80617,7
PhD,114436,7
Diploma,121524,3
Associate,84453,8
Certificate,67783,6
Master,138045,4
Certificate,147004,1
Master,70387,7
Associate,114558,8
Bachelor,99225,4
Bachelor,58387,5
Bachelor,126361,1
Bachelor,94371,0
Diploma,114787,4
PhD,61482,5
Certificate,118960,5
Diploma,51503,4
Associate,77830,8
PhD,109273,6
Diploma,93106,0
Certificate,116740,7
Certificate,149715,9
Certificate,57614,2
Diploma,116768,2
Certificate,140467,7
Master,134910,5
Certificate,87798,5
Bachelor,60778,1
Master,91716,9
PhD,113118,4
PhD,133078,4
Diploma,75625,0
Master,67882,6
PhD,92750,6
Diploma,104982,9
PhD,91108,9
Master,60641,5
Bachelor,117256,1
Master,89173,2
PhD,89885,5
Master,143416,9
Master,65612,5
Bachelor,72487,7
Bachelor,90522,7
PhD,86066,8
Associate,72863,8
Certificate,131427,1
Diploma,126762,9
Associate,116414,7
Associate,90183,7
Associate,147697,4
Master,98780,0
Master,103772,8
Master,65322,6
Associate,100603,4
Associate,85153,3
Certificate,54241,8
Associate,52421,6
Master,105877,2
Certificate,142915,3
Master,126658,6
Associate,70123,3
Associate,145278,4
PhD,87350,6
Bachelor,100819,1
Bachelor,57700,6
Certificate,81350,2
Associate,139920,7
Bachelor,88834,1
Diploma,143012,9
Bachelor,66600,0
PhD,129311,1
Diploma,105478,4
Associate,131011,2
Diploma,78050,9
PhD,141964,5
PhD,127468,1
Bachelor,86357,0
Bachelor,72007,2
Diploma,72959,9
PhD,132202,4
Bachelor,146080,4
Associate,66182,7
Associate,67043,5
Certificate,56480,8
Master,53737,6
Master,140311,0
Diploma,111484,6
Diploma,63428,2
Certificate,66275,5
Associate,126376,4
Associate,140644,5
Diploma,60086,5
Master,92527,3
Associate,99888,1
PhD,147755,7
Certificate,136080,3
Master,114803,6
Certificate,90948,6
Certificate,132378,0
Associate,74771,6
Master,57634,3
Master,110835,1
Associate,149858,7
Bachelor,65972,3
Master,62603,6
Diploma,56535,5
PhD,73741,4
Certificate,65754,8
Master,131092,8
Associate,147995,7
Diploma,121712,5
Bachelor,144083,1
Certificate,139542,2
PhD,86911,2
Bachelor,138618,7
Master,127739,3
PhD,74607,2
Master,95803,4
Diploma,58245,1
Diploma,75958,3
Associate,125837,5
Bachelor,95134,0
Bachelor,108243,5
Associate,135170,3
Master,141618,3
Associate,92362,3
PhD,122466,0
Bachelor,110588,1
PhD,56441,3
Master,83846,7
Associate,118561,0
Certificate,107051,3
Master,89664,2
Master,79623,2
Master,122886,7
Diploma,63988,1
Associate,132911,6
Diploma,73558,8
PhD,90954,4
Associate,120202,3
Associate,94148,3
PhD,82611,3
Certificate,54623,7
Diploma,62274,1
Associate,136339,9
Bachelor,57656,6
Diploma,148628,9
Diploma,69244,5
Associate,73449,5
Diploma,106142,6
Bachelor,98415,5
Associate,104967,2
PhD,74138,7
Master,102215,4
Certificate,56909,2
PhD,135180,9
Bachelor,55081,7
Associate,125287,2
Diploma,73839,0
Bachelor,85541,0
Associate,126006,0
Associate,90388,6
Diploma,58550,6
Associate,100653,6
Bachelor,57947,0
Bachelor,126560,7
Bachelor,96311,3
Associate,126641,7
Bachelor,54966,2
Bachelor,139916,4
Bachelor,116707,5
PhD,95704,6
PhD,141711,7
Associate,116081,0
Bachelor,138074,3
Bachelor,67470,3
PhD,95167,2
Diploma,111737,7
Bachelor,51382,2
Bachelor,69445,1
Certificate,127266,7
Diploma,64440,1
Master,84388,4
Bachelor,149239,8
Associate,132424,2
Associate,97109,5
Certificate,67560,8
Certificate,93984,8
Bachelor,75864,8
Bachelor,51487,9
Diploma,128848,5
Associate,62871,0
Associate,61636,2
Associate,109929,2
Diploma,60452,0
Bachelor,84312,5
Associate,91140,0
Master,94713,7
Diploma,80891,4
Bachelor,82864,0
PhD,94014,6
Diploma,145297,9
Associate,88107,5
PhD,64965,2
Diploma,58383,1
Certificate,118111,3
Bachelor,116192,3
PhD,119662,5
PhD,133728,2
Associate,83396,1
Bachelor,131359,7
Bachelor,83483,9
Certificate,97246,6
PhD,108003,8
Master,110568,4
Master,145077,3
PhD,95093,4
Bachelor,94836,3
Certificate,132287,0
Certificate,130933,6
PhD,113881,6
Associate,122530,5
PhD,83072,8
Bachelor,111283,8
Master,100245,9
Bachelor,103880,2
Certificate,83193,1
Certificate,80616,6
Master,107159,6
Master,62069,9
Master,67271,3
Diploma,136311,0
Associate,86942,8
Master,104479,0
Diploma,91117,2
Diploma,85518,7
Master,83447,2
PhD,74571,2
Diploma,126871,5
PhD,52491,1
Master,111597,5
Associate,135210,6
Certificate,128649,3
Diploma,67965,0
Master,71418,1
Associate,95009,9
Associate,114753,5
Certificate,84837,0
Associate,98509,0
PhD,128992,0
Diploma,142997,9
Certificate,123498,5
Bachelor,54332,5
Bachelor,119073,1
Diploma,87220,2
Bachelor,101587,5
PhD,55310,7
Master,118894,4
Diploma,142276,6
Master,138099,4
Diploma,140521,4
PhD,105020,8
Associate,91797,4
Diploma,121191,8
Diploma,82604,9
Master,62342,2
Associate,140384,1
Certificate,88569,8
Master,101362,2
Bachelor,80580,0
PhD,109791,5
Associate,118548,2
Master,102100,6
Associate,135686,3
PhD,140669,1
Bachelor,58386,2
Associate,133256,2
Certificate,146660,5
Associate,64983,1
Diploma,88901,6
Master,91683,0
Master,80819,3
Certificate,100659,5
Bachelor,67334,8
Master,102852,2
PhD,143191,1
Certificate,84448,9
Certificate,130038,8
Diploma,73303,6
Bachelor,147345,9
Certificate,146686,5
Bachelor,130295,0
Master,97169,6
Certificate,113915,6
Master,67934,6
Master,89010,7
Diploma,132358,2
Master,117044,3
PhD,116979,0
Master,98564,6
Certificate,113752,6
Bachelor,104414,8
Certificate,57720,8
Master,142006,3
Diploma,77786,1
Associate,131197,9
Associate,76780,3
Diploma,62850,7
Certificate,107581,1
Certificate,122942,3
Certificate,137113,8
Associate,76067,2
Certificate,97369,1
Certificate,143796,2
Bachelor,124368,0
Diploma,104285,9
Master,107142,0
Diploma,100764,4
Bachelor,116875,5
PhD,140658,8
Bachelor,147224,9
Diploma,114918,5
PhD,89092,3
Bachelor,133693,5
Certificate,98660,9
Associate,96657,8
Diploma,116952,4
Certificate,115749,6
Certificate,57841,6
Diploma,113413,4
PhD,122592,0
Bachelor,115539,2
PhD,134944,2
Diploma,118665,7
Master,121508,5
PhD,125226,4
Master,149904,9
Certificate,115464,4
Certificate,131314,1
PhD,108163,8
Diploma,149038,9
Associate,53637,1
PhD,149605,0
Associate,120720,0
Master,139362,4
Associate,78344,0
Bachelor,122255,8
PhD,128702,8
Master,123832,7
Associate,144969,2
Certificate,72333,1
Bachelor,147661,8
Master,135333,7
Bachelor,136977,9
Bachelor,81049,4
Bachelor,79793,9
Master,112587,5
Associate,63037,6
Certificate,137634,9
PhD,80887,3
Associate,146395,1
Diploma,125199,6
Certificate,88835,3
PhD,92361,6
Diploma,110768,6
Bachelor,126725,6
PhD,82755,8
Master,64436,6
Master,135108,9
PhD,115247,1
Associate,114135,5
Associate,92615,4
Certificate,56225,4
Diploma,111403,4
Associate,121800,4
Diploma,106067,5
Associate,96307,1
Diploma,90124,3
Certificate,132018,9
Master,136045,4
Master,118617,8
PhD,118330,1
Bachelor,51643,4
Bachelor,99811,4
Master,123497,9
Associate,62762,0
Associate,108374,9
PhD,58262,1
PhD,88213,1
Master,67218,1
PhD,112262,6
PhD,107487,9
Associate,140370,2
Diploma,116329,0
Master,137805,0
Master,65080,7
Certificate,98270,0
Diploma,118595,4
PhD,59744,5
Associate,148402,3
Certificate,135034,0
Diploma,94633,9
PhD,130432,9
Diploma,127701,2
Certificate,111556,7
Master,133560,9
Diploma,115931,5
Associate,93926,7
Master,130865,9
Master,74192,1
Master,145329,5
Bachelor,74479,4
Associate,50232,1
Certificate,100284,7
Master,139411,7
Associate,131930,6
PhD,119162,5
Certificate,140035,1
Certificate,141626,7
PhD,51581,8
Associate,73591,5
Certificate,109671,0
Diploma,90654,2
Certificate,66720,7
Associate,76717,3
PhD,116577,1
Associate,70306,1
Certificate,97074,6
Certificate,83987,3
Associate,59304,6
Master,122232,3
Certificate,133534,0
Master,65789,3
Diploma,103749,5
Associate,90832,4
Certificate,126459,7
Certificate,119075,6
Associate,95826,6
PhD,113854,5
Associate,85707,9
Diploma,91483,6
Bachelor,96242,3
Diploma,109572,9
Diploma,124639,4
Diploma,132150,7
Associate,130182,1
Diploma,112597,0
Master,66773,7
Diploma,91420,1
Certificate,123101,5
Master,80005,4
PhD,117487,6
PhD,108512,9
Certificate,100827,8
PhD,98443,8
Certificate,87820,2
Diploma,90918,8
Diploma,54193,3
Diploma,80319,0
Bachelor,50584,7
Bachelor,109458,5
Diploma,82758,3
Associate,50637,5
Associate,104497,3
Diploma,86605,9
PhD,107541,0
PhD,59756,5
PhD,112930,9
Certificate,122400,4
Master,95362,1
Associate,50177,5
Diploma,98234,3
Certificate,71601,4
PhD,113160,1
Diploma,77462,7
Certificate,136741,3
Bachelor,143198,0
Certificate,83415,2
Bachelor,60835,3
Associate,77532,2
Bachelor,57072,4
Master,62550,1
Certificate,97914,7
Certificate,99557,2
Associate,91589,4
Associate,93866,2
Master,140081,7
Bachelor,122237,2
Master,79897,0
PhD,138730,5
Certificate,69617,7
PhD,110429,2
Diploma,127345,3
Bachelor,63452,5
Diploma,140654,1
Associate,53587,9
Master,57953,1
Bachelor,142070,7
Bachelor,53474,4
Bachelor,50318,1
Associate,124207,6
Certificate,93879,2
Bachelor,114386,4
PhD,122338,9
Associate,88863,0
Master,61870,7
Master,130316,8
Diploma,132770,2
Certificate,89840,2
Bachelor,50283,4
Diploma,86484,1
Associate,95904,8
PhD,103412,9
Associate,98272,7
Certificate,146456,0
Diploma,77312,3
Associate,112623,4
Diploma,85520,2
Master,110011,9
Master,84795,6
Master,52495,8
Associate,89636,6
Master,148972,8
Associate,74032,0
Diploma,149558,3
Associate,52090,0
Bachelor,77412,2
Bachelor,65959,3
Certificate,144695,0
Diploma,72519,2
Bachelor,120191,0
Bachelor,74242,1
Diploma,140558,8
Diploma,113607,8
Certificate,106517,6
Master,76713,8
Bachelor,73071,1
Bachelor,90998,3
Diploma,73007,1
Master,136568,0
Associate,58215,9
PhD,142849,4
PhD,104684,4
Master,69812,1
PhD,86991,2
Bachelor,71184,7
PhD,122727,8
Bachelor,66540,3
Associate,108218,6
Bachelor,149209,2
Certificate,96339,2
Certificate,109098,8
Bachelor,95019,1
PhD,97597,1
Bachelor,135767,1
PhD,141633,7
Master,96058,5
Diploma,136399,9
Associate,144252,9
Bachelor,67555,5
Associate,52481,7
Associate,129841,6
Diploma,119675,3
Associate,92323,7
Diploma,141691,4
Master,103793,4
PhD,124822,5
Certificate,70982,2
Associate,113222,3
Certificate,123818,2
Associate,74239,2
Certificate,73027,2
Diploma,88540,3
PhD,94603,3
Certificate,50673,9
Diploma,71473,5
Diploma,81659,3
Associate,108630,2
Master,147632,0
Master,64251,6
PhD,123245,4
Associate,58184,7
Certificate,92811,3
Master,136409,9
Diploma,60276,9
Associate,113911,7
Certificate,140210,0
Master,89311,7
Bachelor,100024,7
Certificate,81684,1
Bachelor,68718,1
Certificate,107110,7
Master,127984,2
PhD,114424,3
Bachelor,108066,5
Diploma,97088,3
PhD,57193,7
PhD,62450,8
Diploma,108428,7
Bachelor,109786,3
Master,124984,8
Master,108992,8
Certificate,107868,0
Master,50850,0
Master,74071,3
Bachelor,76880,9
Associate,97932,9
Associate,121957,7
Bachelor,101182,0
Associate,128821,9
Bachelor,123234,9
Bachelor,51421,5
Master,92469,6
Associate,59501,2
Master,122582,1
Diploma,51494,9
Bachelor,97385,9
PhD,137582,9
Certificate,113198,8
Bachelor,99518,4
Bachelor,87283,8
Associate,85882,8
Bachelor,77075,9
Diploma,96331,9
Bachelor,127914,1
Associate,115507,5
Master,87223,5
Associate,148243,4
Associate,122980,2
Certificate,52970,2
PhD,87077,0
Associate,133542,0
Master,51884,2
Master,61510,7
PhD,116694,4
Associate,147632,6
Bachelor,131094,4
PhD,62750,5
Bachelor,65726,3
Diploma,80120,0
Bachelor,79842,8
Associate,135038,9
Certificate,126548,9
PhD,75740,9
Master,113026,2
Bachelor,105204,5
Bachelor,64314,7
Certificate,115998,9
Certificate,137157,2
Associate,79372,0
Associate,76902,6
Certificate,107132,3
Bachelor,73520,2
Certificate,86060,7
Certificate,56899,4
Certificate,113157,5
Diploma,95933,8
Certificate,96115,2
Associate,95165,6
Master,63616,6
Diploma,134895,6
PhD,75493,8
Master,90723,3
Bachelor,98970,5
Bachelor,92163,1
Certificate,52683,5
Associate,91334,7
Diploma,67826,2
Master,54031,7
Bachelor,129836,9
Master,94380,1
Associate,144804,6
Certificate,91812,7
Diploma,124500,0
Bachelor,125679,4
Master,99066,8
Master,84955,8
Diploma,110695,6
PhD,94459,3
Diploma,55983,5
Diploma,144331,7
Bachelor,137361,5
Certificate,66664,2
PhD,76687,3
Bachelor,76666,5
PhD,108771,3
Associate,71940,3
Associate,144083,1
PhD,127020,7
Master,82808,3
Master,106877,1
Bachelor,146288,9
Associate,81951,7
Certificate,142732,6
Master,135054,0
Associate,108017,8
Associate,67740,2
Certificate,88625,5
Associate,135916,3
Certificate,141542,9
Bachelor,67363,3
Diploma,72775,7
Master,85583,4
PhD,106084,9
Master,56970,6
Bachelor,98179,0
Bachelor,145706,9
PhD,74700,0
Master,50120,3
Diploma,101790,9
PhD,96580,1
Certificate,111252,2
Master,135682,5
Bachelor,93748,9
Diploma,115166,7
Associate,62257,4
Bachelor,62426,2
Master,131703,2
PhD,56852,4
Associate,109368,7
Master,84288,7
Bachelor,83432,9
Diploma,97070,1
Certificate,90419,5
Certificate,143634,9
Associate,134459,9
Diploma,141325,5
Diploma,69150,7
Certificate,81385,7
PhD,130862,9
Associate,51701,6
Master,55594,3
Master,71614,2
Diploma,107776,2
Diploma,78671,9
Certificate,108194,0
Diploma,73320,8
Associate,88194,1
Bachelor,138779,1
Certificate,113133,3
Certificate,75818,5
Associate,121165,4
Certificate,118795,5
Diploma,92373,7
Associate,96651,6
Bachelor,108258,1
Bachelor,55704,0
Bachelor,78596,3
Bachelor,115200,6
Master,101719,1
PhD,146966,7
Diploma,142182,1
Associate,57259,2
Diploma,121112,7
Certificate,93271,3
Master,128832,0
Diploma,125132,8
Bachelor,92768,3
Master,132254,1
PhD,87250,2
Associate,96210,4
Certificate,83218,6
Master,105712,1
Bachelor,50817,8
Master,142148,7
Bachelor,83548,5
Associate,106883,5
Bachelor,104401,9
Certificate,130650,8
Bachelor,61086,9
Certificate,88379,2
Bachelor,58260,4
PhD,54785,1
Certificate,54168,8
Certificate,84298,3
Master,126319,9
Certificate,69119,4
Master,121842,8
PhD,144302,6
Bachelor,101700,9
Master,84922,8
PhD,142596,4
Master,141223,5
PhD,91894,0
Associate,57615,2
Diploma,63978,1
Bachelor,114918,6
Certificate,137374,1
Associate,118407,5
Associate,125345,0
Associate,122019,6
Diploma,104973,2
PhD,100814,7
Bachelor,93295,2
Diploma,125030,1
Associate,107126,9
Bachelor,133795,7
Diploma,77722,5
Diploma,135549,5
Master,89097,6
PhD,65060,0
Diploma,107556,6
Diploma,105126,1
Associate,128638,1
PhD,111140,6
Diploma,133978,4
Diploma,126174,9
PhD,83391,9
Bachelor,134684,8
Certificate,87487,2
Diploma,101889,4
Bachelor,94343,4
Bachelor,140568,3
Bachelor,69664,4
Diploma,51242,6
Bachelor,83438,8
PhD,56239,8
Master,93214,4
Associate,124048,4
Certificate,103744,6
Diploma,114455,3
Master,79285,0
PhD,95366,3
Diploma,149261,5
Bachelor,101323,2
Diploma,127445,9
Associate,85385,4
Diploma,76640,5
Master,112179,4
Master,113074,0
Bachelor,143143,5
Certificate,125778,3
PhD,60120,3
Bachelor,100701,3
PhD,123575,1
Certificate,142881,5
Master,50466,1
PhD,57871,7
Master,59894,4
Associate,79521,7
Diploma,117518,8
Master,76291,3
Master,110787,8
Associate,93392,3
Diploma,145358,9
Master,128157,5
Certificate,121563,2
Associate,52373,4
Master,146637,8
Diploma,50987,2
Associate,113115,0
Bachelor,71333,7
Bachelor,80391,2
Master,107060,8
Certificate,50096,9
Diploma,82582,7
Certificate,124598,3
Diploma,89056,9
PhD,50271,8
PhD,105367,0
Associate,77202,3
Diploma,93428,9
Certificate,127030,7
Associate,128826,1
Associate,102540,9
Associate,92691,5
PhD,131076,8
Certificate,73429,7
Diploma,92406,7
Associate,134445,1
PhD,62488,5
Bachelor,133068,0
PhD,85430,1
Bachelor,131169,1
Diploma,125934,0
Bachelor,123510,4
Diploma,135319,0
Associate,120555,3
Master,131873,3
Associate,105268,4
Certificate,130730,2
Bachelor,129819,9
Bachelor,133960,1
Master,83116,0
Master,122901,6
Bachelor,57391,6
Certificate,133735,4
Bachelor,137729,9
Associate,137002,6
PhD,55430,6
Associate,90819,8
PhD,52043,9
Master,57171,3
Master,86169,2
PhD,54547,6
PhD,108439,2
Bachelor,143585,5
PhD,87602,8
Diploma,131808,4
Bachelor,55612,4
Associate,147172,8
Certificate,56467,9
Diploma,103003,9
Certificate,111712,1
Master,82630,6
Diploma,97706,2
Certificate,148227,4
Certificate,61487,0
Certificate,56706,9
Certificate,122049,5
Master,86249,2
Diploma,113683,0
Certificate,140177,0
Bachelor,85411,3
Associate,95602,9
Associate,95772,4
Master,118208,9
Associate,127150,6
Master,70246,9
PhD,132645,8
PhD,102907,4
Certificate,94492,9
Certificate,73336,2
PhD,146840,1
Diploma,69417,5
Master,55385,8
Associate,77830,4
Master,96138,5
Master,138181,5
Bachelor,127258,6
Master,143465,0
Associate,109990,2
Master,87709,1
Associate,71250,5
Bachelor,132430,2
Associate,121844,4
Master,101129,1
Master,66325,7
Diploma,137090,0
Associate,52341,4
PhD,134498,9
PhD,65959,4
Associate,90848,5
Certificate,145068,3
Certificate,52053,7
Diploma,108806,1
Bachelor,139350,1
Certificate,142783,9
Diploma,84011,8
Master,50237,6
Associate,62639,0
PhD,56869,0
Bachelor,107225,8
PhD,77602,6
Diploma,129013,9
Certificate,64067,0
Master,114905,0
Master,73430,8
Certificate,120526,0
Bachelor,80606,4
Associate,109174,3
Certificate,85509,8
Diploma,98281,8
PhD,53888,7
Associate,143734,9
Diploma,129907,3
Bachelor,65171,1
Associate,101599,7
